Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Brazil,BRA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,84.44444444,78.88888889,75.55555556,75.55555556,72.22223333,76.66666667,74.44443333,84.44443333,84.44443333,81.1111
Brazil,BRA,Surface area (sq. km),AG.SRF.TOTL.K2,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,0,0
Brazil,BRA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,14.85132693,14.33236502,14.12551345,13.49012527,13.62971679,13.71048259,13.60528907,13.94034928,13.73616364,0
Brazil,BRA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,0,0,0,0,0,20.73728423,28.57825261,28.57825261,0,0
Brazil,BRA,Time required to start a business (days),IC.REG.DURS,0,0,86.6,83.6,86,82.5,82.5,20.1,16.6,0
Brazil,BRA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,18.73751035,15.67684828,28.01566932,22.91170359,39.76211154,51.01108298,34.61661579,33.15399017,53.22923521,50.63929256
Brazil,BRA,Urban population growth (annual %),SP.URB.GROW,1.266331624,1.237959014,1.209815279,1.187370434,1.163488208,1.140377592,1.116978123,1.084634853,1.045680166,0.999249503
China,CHN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,7.3596,7.377,7.4286,7.4802,7.5318,7.5834,7.635,7.643,7.651,0
China,CHN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,9.177653795,9.11371387,8.942893962,8.643491396,8.387014882,8.057287535,7.463565017,7.043020253,7.143691248,7.653066548
China,CHN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,0,21.28688233,0,0,0,0,21.03803768,0,0,0
China,CHN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.7,99.8,99.9,99.9,99.9,99.9,0,0,0,0
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.902792141,7.058003472,7.320485052,7.252919144,7.169112177,7.118705414,7.225768991,7.405211347,0,0
China,CHN,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,88.6,87.9,0,0,86.75342,0,84.5,0,0,0
China,CHN,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,0,0,0,0,0,0,0,0,0,0
China,CHN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3298.003913,3474.988062,3773.405384,3927.0445,0,0,0,0,0,0
China,CHN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2086.486904,2155.164788,2213.759327,2236.729908,0,0,0,0,0,0
China,CHN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,26.56818935,25.49252222,24.59925444,23.51006091,21.35407988,19.58438005,19.69227699,19.11210354,18.49639308,18.49691125
China,CHN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1.05E+12,1.15E+12,1.48E+12,1.78E+12,1.33E+12,1.41E+12,1.70E+12,1.96E+12,2.11E+12,2.35E+12
China,CHN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.632,1.639,1.647,1.656,1.665,1.675,1.683,1.69,1.696,0
China,CHN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2.80E+11,2.41E+11,2.91E+11,2.68E+11,2.42E+11,1.75E+11,1.66E+11,2.35E+11,1.87E+11,0
China,CHN,Forest area (sq. km),AG.LND.FRST.K2,2025471.54,2044839.28,2064207.02,2083574.76,2102942.5,2124598.67,2143394.7,2162190.4,2180986.1,2199781.8
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,7.55E+12,8.53E+12,9.57E+12,1.05E+13,1.11E+13,1.12E+13,1.23E+13,1.39E+13,1.43E+13,1.47E+13
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.550832179,7.863736449,7.766150098,7.425763656,7.041328879,6.848762205,6.947200793,6.749773832,5.949714233,2.3
China,CHN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,5050,5930,6770,7510,7940,8270,8740,9600,10390,10610
China,CHN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,10200,11170,11830,12570,12930,13520,14330,15520,16730,17200
China,CHN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,6.78E+12,8.01E+12,9.19E+12,1.02E+13,1.09E+13,1.14E+13,1.21E+13,1.34E+13,1.45E+13,1.49E+13
China,CHN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.37E+13,1.51E+13,1.61E+13,1.71E+13,1.77E+13,1.86E+13,1.99E+13,2.16E+13,2.34E+13,2.41E+13
China,CHN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,46.6601211,46.2252656,46.39894934,45.82395276,43.23480666,42.63137693,43.01329739,43.7934746,43.25110574,0
China,CHN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,30.48546293,30.85059535,31.57912806,29.69645103,30.42310804,30.24421982,30.90869414,31.46958093,30.78501209,0
China,CHN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,99,99,99,99,99,99,99,99,0
China,CHN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,24.17271524,22.77500014,22.14512114,21.39515505,18.11008945,17.31003496,17.94013625,18.34414004,17.34102074,16.00997661
China,CHN,Income share held by lowest 20%,SI.DST.FRST.20,5.4,5.3,6.2,6.2,6.4,6.5,0,0,0,0
China,CHN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,46.52928947,45.42298074,44.17670454,43.08556811,40.84133997,39.5806215,39.85169845,39.68701182,38.58740342,37.82091725
China,CHN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,8.075684467,2.331217576,2.163370027,1.031063688,-0.002944094,1.407346027,4.232681975,3.499747636,1.287452077,0.671929892
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.708,75.013,75.321,75.629,75.928,76.21,76.47,76.704,76.912,0
China,CHN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,48.22704019,45.32366106,43.45682824,41.0620103,35.73669964,32.80927865,33.36313096,33.26738896,32.05786447,31.56257555
China,CHN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.665576053,1.693368163,1.702855096,1.728689068,1.750717767,1.770695719,1.74645507,1.739533683,1.727827863,1.749795773
China,CHN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,71.6494509,80.34603793,88.30574902,91.89962887,91.835388,96.52661691,103.4384208,115.5258122,121.7922911,117.857846
China,CHN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,14.6,13.5,12.5,11.6,10.7,9.9,9.2,8.5,7.9,0
China,CHN,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,79.04874299,79.75523623,80.64771598,82.9487988,92.53344984,92.32795521,87.29397864,84.6240051,85.74895269,0
China,CHN,Net migration,SM.POP.NETM,0,-1552209,0,0,0,0,-1741996,0,0,0
China,CHN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,-603609985.4,-180529998.8,-656549987.8,-947070007.3,-306290008.5,-791429992.7,-989940002.4,-705450012.2,-589979980.5,0
China,CHN,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,16568371453,17065623287,17790105219,29910500593,33104675862,26883278894,28675983092,24305605211,18294313104,18902004077
China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,142.6177885,143.3143624,144.0236626,144.7547202,145.4921426,146.282102,147.1022825,147.7744195,148.3033486,148.7698885
China,CHN,Population growth (annual %),SP.POP.GROW,0.479150454,0.487231118,0.493709634,0.506311592,0.508136747,0.541478512,0.559121331,0.455899679,0.357291063,0.314091093
China,CHN,"Population, total",SP.POP.TOTL,1344130000,1350695000,1357380000,1364270000,1371220000,1378665000,1386395000,1392730000,1397715000,1402112000
China,CHN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,7.9,6.5,1.9,1.4,0.7,0.5,0,0,0,0
China,CHN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,12.7,10.2,8.5,7.2,5.7,4.5,3.1,1.7,0.6,0
China,CHN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0,0,0,0,0,0,0,0,0,0
China,CHN,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,0,0,2.4,0,0,0,0,0,0,0
China,CHN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,0,0,0,0,0,0,0,0,0,0
China,CHN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,11.23872601,11.13895896,10.95623652,15.81817803,16.04302306,15.62992643,15.88317205,16.53589554,0,0
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,99.04701996,99.79109955,99.56459808,95.7964325,96.31860352,97.96192169,99.40480804,100.2227478,101.9257202,103.1739578
China,CHN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.992420018,0.997179985,1.006090045,1.00948,1.01157999,1.010139942,1.013219953,1.014310002,1.015290022,1.012869954
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,0,0,0,0,0,0,0,0,0,0
China,CHN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,68.88888889,70,70,70,70,80,78.8889,80,80,80
China,CHN,Surface area (sq. km),AG.SRF.TOTL.K2,9600000.9,9600000.9,9600001.3,9600006.3,9600007.4,9600010.5,9600010.8,9600012.9,0,0
China,CHN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,10.31279489,10.25676868,9.907732583,9.678618827,9.376920447,9.122915561,9.419317653,9.052685732,0,0
China,CHN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,0,0,0,0,0,15.93928031,14.58764165,14.58764165,0,0
China,CHN,Time required to start a business (days),IC.REG.DURS,0,0,32.3,29.3,29.3,26.9,22.9,8.5,8.5,0
China,CHN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,2.916743485,3.084388113,3.039600395,3.019788137,4.902820363,6.918829239,7.586843612,8.252766104,9.494768182,9.206322022
China,CHN,Urban population growth (annual %),SP.URB.GROW,3.05606997,2.939542285,2.87600167,2.829482685,2.769551135,2.744069375,2.693540138,2.491628201,2.292727263,2.15419031
France,FRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,6.768,6.648,6.2638,5.8796,5.4954,5.1112,4.727,4.7362,4.7454,0
France,FRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.650287193,1.631795037,1.458632177,1.55635616,1.605644387,1.437114867,1.542414774,1.648876616,1.522459269,1.596840451
France,FRA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,0,14.0315,0,0,0,0,13.218,0,0,0
France,FRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,96.2,97.1,98.3,98.3,97.7,97.4,98,98.1,0,0
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.104312275,5.12231119,5.10055617,4.592376829,4.666086597,4.686612202,4.727575622,4.619241205,0,0
France,FRA,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,78.4,0,0,0,0,0,0,0,0,0
France,FRA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,0,0,0,0,0,0,0,0,0,0
France,FRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,7232.978684,7363.423235,7367.843768,6939.943525,0,0,0,0,0,0
France,FRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3847.0722,3836.656299,3833.534259,3659.087795,3692.017833,0,0,0,0,0
France,FRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,28.42133748,29.20302719,29.36473787,29.6666845,30.59262238,30.24753718,30.94863319,31.71366721,31.59205541,27.87364408
France,FRA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,0,0,0,0,0,0,0,0,0,0
France,FRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.01,2.01,1.99,2,1.96,1.92,1.9,1.88,1.87,0
France,FRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,44205811127,32944663318,31589283791,5804878133,42825414106,32803666729,35868111746,77493098693,57482772401,0
France,FRA,Forest area (sq. km),AG.LND.FRST.K2,165024,165858,166692,167526,168360,169194,170028,170862,171696,172530
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2.86E+12,2.68E+12,2.81E+12,2.85E+12,2.44E+12,2.47E+12,2.59E+12,2.79E+12,2.73E+12,2.63E+12
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.192700633,0.313134751,0.576326675,0.956183052,1.112912341,1.095464404,2.291419994,1.865066071,1.842971814,-7.855256037
France,FRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,44350,43380,43780,43320,41100,39070,38270,41060,42270,39400
France,FRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,38440,38500,40410,41010,41730,43830,45580,47600,50400,47350
France,FRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2.90E+12,2.85E+12,2.89E+12,2.87E+12,2.74E+12,2.61E+12,2.56E+12,2.76E+12,2.84E+12,2.66E+12
France,FRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2.51E+12,2.53E+12,2.67E+12,2.72E+12,2.78E+12,2.92E+12,3.05E+12,3.19E+12,3.39E+12,3.19E+12
France,FRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.22090937,22.62663227,22.28719307,22.70983107,22.71232406,22.60939274,23.43619001,23.85725759,24.36464032,23.81186872
France,FRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,25.32214926,26.86989443,27.2947157,27.62024131,28.33858302,28.05637429,26.13545185,25.96983302,26.99241184,0
France,FRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,89,91,90,91,91,90,90,90,90,0
France,FRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,30.36923895,30.49903198,30.39931721,30.81211202,31.15907156,30.8526052,32.01321411,32.72428539,32.54941778,29.89378425
France,FRA,Income share held by lowest 20%,SI.DST.FRST.20,7.8,7.8,8,8,7.9,8,8.1,8,0,0
France,FRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,17.97816621,17.86855062,17.97180129,17.74593967,17.67969171,17.43413205,17.24115265,17.18837933,17.42467597,16.44502922
France,FRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,0.947960225,1.161825032,0.778100531,0.576944233,1.138248785,0.522559343,0.521577263,0.992224566,1.278592146,2.524649139
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.11463415,81.96829268,82.2195122,82.7195122,82.32195122,82.57317073,82.57560976,82.72439024,82.57804878,0
France,FRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,46.00885025,46.3190743,44.90911043,44.107184,44.17268936,43.25020131,44.60206888,45.11993535,44.91268874,40.70595682
France,FRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.891406214,1.8710806,1.849875918,1.862961439,1.872258281,1.917282368,1.908642012,1.845053399,1.845491196,2.073321427
France,FRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,94.61229513,97.94818377,99.10863425,101.9183391,103.4564614,104.4897355,106.4394347,108.357357,110.6100121,111.4556255
France,FRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.2,4.2,4.1,4.1,4.1,4.2,4.3,4.4,4.5,0
France,FRA,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,89.9334023,89.2030418,88.77700851,88.83717997,91.16919633,90.9169655,89.20320726,88.16089214,88.56117832,0
France,FRA,Net migration,SM.POP.NETM,0,423831,0,0,0,0,182636,0,0,0
France,FRA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,0,0,0,0,0,0,0,0,0,0
France,FRA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,22942280254,22666366759,24412282153,25358374728,24066989837,24042348847,24884547856,26229274711,26173645645,25141879667
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,119.3351359,119.9141167,120.5329947,121.1053224,121.5367021,121.857823,122.2119706,122.5478443,122.8163022,123.076834
France,FRA,Population growth (annual %),SP.POP.GROW,0.483675544,0.483998961,0.514773829,0.473706908,0.35556924,0.263868789,0.290202116,0.274451849,0.218824149,0.211906588
France,FRA,"Population, total",SP.POP.TOTL,65342789,65659814,65998685,66312067,66548272,66724104,66918020,67101930,67248926,67391582
France,FRA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0,0.1,0.1,0,0.1,0.1,0,0,0,0
France,FRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,14.1,13.7,13.3,13.6,13.6,13.2,13.4,13.6,0,0
France,FRA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0,0,0,0,0,0,0,0,0,0
France,FRA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,0,0,0,0,0,0,0,0,0,0
France,FRA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,0,0,0,0,0,0,0,0,0,0
France,FRA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,42.59867886,43.44444333,44.44265486,44.56915058,44.28747398,44.09620035,44.58855445,44.25707039,43.2488457,0
France,FRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,102.6911011,102.5231628,102.2764435,101.2803497,101.9896393,102.2604294,102.4172211,102.4644089,102.5394821,0
France,FRA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.003250003,1.00304997,1.005679965,1.006850004,1.003419995,1.002500057,1.001940012,1.000800014,0.998740017,0
France,FRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,106.6106415,105.8135834,104.3766022,103.425827,103.3960419,103.3080978,103.7560806,103.7733307,104.2929916,0
France,FRA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,0,0,0,0,0,0,0,0,0,0
France,FRA,Surface area (sq. km),AG.SRF.TOTL.K2,549087,549087,549087,549087,549087,549087,549087,549087,0,0
France,FRA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,21.81649646,22.53074008,23.21091787,23.16141532,23.19771546,23.0648275,23.62933465,24.16881267,24.55248632,0
France,FRA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,0,0,0,0,0,26.08071835,33.20749968,33.20749968,0,0
France,FRA,Time required to start a business (days),IC.REG.DURS,6.5,6.5,6.5,4.5,4,3.5,3.5,3.5,4,0
France,FRA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,0,0,0,0,0,0,0,0,0,0
France,FRA,Urban population growth (annual %),SP.URB.GROW,0.805988907,0.809077603,0.840063258,0.800461111,0.683771062,0.592247249,0.618752779,0.603171756,0.547704236,0.540944063
Germany,DEU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,8.4046,8.063,8.0694,8.0758,8.0822,8.0886,8.095,7.8568,7.6186,0
Germany,DEU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.910022424,0.847918814,0.942643214,0.904547675,0.684691591,0.69843113,0.85174892,0.689013201,0.778988585,0.735309839
Germany,DEU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,0,26.05669782,0,0,0,0,22.84392523,0,0,0
Germany,DEU,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,98.4,98.5,98.5,98.6,98.8,97.8,98.8,0,0,0
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.29779082,9.449949925,9.642558947,9.10678233,9.087290939,9.073006389,8.858293699,8.558389812,0,0
Germany,DEU,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,80.3,0,0,0,0,0,0,67,0,0
Germany,DEU,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,0,0,0,0,0,0,0,0,0,0
Germany,DEU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,7281.272174,7270.152523,7217.529089,7035.482975,0,0,0,0,0,0
Germany,DEU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3869.816229,3876.948104,3939.529563,3779.461921,3817.549415,0,0,0,0,0
Germany,DEU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,45.05713628,46.30712014,45.41867786,45.61926331,46.92073836,46.07326285,47.16304068,47.30104577,46.62423885,43.41689532
Germany,DEU,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,0,0,0,0,0,0,0,0,0,0
Germany,DEU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.39,1.41,1.42,1.47,1.5,1.6,1.57,1.57,1.54,0
Germany,DEU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,97535403953,65443087632,67199694459,19488312315,62422464519,64707795193,1.10E+11,1.59E+11,67618997074,0
Germany,DEU,Forest area (sq. km),AG.LND.FRST.K2,114110,114130,114150,114170,114190,114190,114190,114190,114190,114190
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,3.74E+12,3.53E+12,3.73E+12,3.88E+12,3.36E+12,3.47E+12,3.68E+12,3.98E+12,3.89E+12,3.85E+12
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.925192705,0.418497594,0.437591303,2.209543431,1.491931528,2.229999868,2.680231114,1.086024514,1.055508247,-4.569616717
Germany,DEU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,47220,46530,47190,47620,45750,44250,43610,47020,48550,47060
Germany,DEU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,43630,44400,46040,47950,48690,51830,54210,56440,57410,55290
Germany,DEU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,3.79E+12,3.74E+12,3.81E+12,3.86E+12,3.74E+12,3.64E+12,3.60E+12,3.90E+12,4.03E+12,3.92E+12
Germany,DEU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3.50E+12,3.57E+12,3.71E+12,3.88E+12,3.98E+12,4.27E+12,4.48E+12,4.68E+12,4.77E+12,4.60E+12
Germany,DEU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.63523367,19.71598836,20.05374642,20.37029066,19.74294325,19.96742952,20.96227304,21.90465162,22.14113176,21.14902184
Germany,DEU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,16.41513595,17.33249078,17.36616268,17.26047692,17.85405921,18.17252869,15.84895846,15.77146205,16.42632709,15.50305849
Germany,DEU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,97,97,97,97,97,97,97,97,0
Germany,DEU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,40.14898499,40.20693474,39.66019884,39.00083008,39.32548626,38.69638311,40.07416227,41.13336065,40.97542718,37.69165212
Germany,DEU,Income share held by lowest 20%,SI.DST.FRST.20,8.5,8.2,8.2,8.1,7.8,7.6,0,0,0,0
Germany,DEU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,27.06897192,27.28398614,26.78261334,27.01099599,27.10978858,27.56850648,27.46232202,27.30707333,26.96601264,26.49185167
Germany,DEU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.069483745,1.496488838,1.959391683,1.877939854,1.853678824,1.327752223,1.503738989,1.974717161,2.055056553,1.596822656
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.43658537,80.53902439,80.4902439,81.0902439,80.64146341,80.9902439,80.99268293,80.89268293,80.94146341,0
Germany,DEU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,72.87810412,72.46144169,70.35843845,69.5536183,70.83346372,68.916579,70.92035993,71.56335862,70.04015218,66.31597762
Germany,DEU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.206150336,1.241677479,1.185257901,1.149941997,1.137338427,1.149654485,1.154049407,1.171816792,1.269146867,1.399730368
Germany,DEU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,112.4225954,114.1126357,123.2334833,122.1971002,117.8176431,125.8854564,132.7148699,129.3242137,128.3570318,128.3062093
Germany,DEU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.1,4,4,3.9,3.9,3.9,3.9,3.9,3.8,0
Germany,DEU,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,93.15072087,92.55684593,94.49136722,97.0375377,99.77576049,102.0220819,100.2129412,99.07320695,100.3461516,0
Germany,DEU,Net migration,SM.POP.NETM,0,1938576,0,0,0,0,2719112,0,0,0
Germany,DEU,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,0,0,0,0,0,0,0,0,0,0
Germany,DEU,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,15337123635,14637030444,16395715917,17075378095,15578082899,15197536776,15688314346,16887715832,18271041363,17898798739
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,230.3046333,230.7506255,231.1557126,232.1080539,234.1529869,235.7129294,236.5887226,237.2940123,237.8297613,238.252118
Germany,DEU,Population growth (annual %),SP.POP.GROW,-1.853714629,0.187727801,0.272900215,0.416877359,0.865702644,0.807218539,0.37372456,0.300526702,0.225519874,0.177430344
Germany,DEU,"Population, total",SP.POP.TOTL,80274983,80425823,80645605,80982500,81686611,82348669,82657002,82905782,83092962,83240525
Germany,DEU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0,0,0,0,0,0,0,0,0,0
Germany,DEU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,16.1,16.1,16.7,16.7,16.5,16.1,16,14.8,0,0
Germany,DEU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Germany,DEU,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,0,0,0,0,0,0.5,0,0,0,0
Germany,DEU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,101.5668793,98.65313721,98.39868927,97.28270721,98.91829681,97.93720245,98.80513763,100.8433228,99.01779938,0
Germany,DEU,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,28.3232228,28.55499015,28.54845537,28.5011768,28.50600427,28.40519469,28.55489171,28.91779943,29.15427469,0
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,102.4665604,101.6141968,100.8382492,100.5386429,101.66745,102.6775589,104.0223618,103.8945618,102.5161819,0
Germany,DEU,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.960009992,0.961369991,0.964460015,0.965309978,0.966109991,0.963729978,0.957650006,0.960990012,0.965369999,0
